p04,A,0050,33,2.0,38,303,-39
p04,A,0100,27,2.0,32,302,-39
p04,A,0430,117,1.6,3,291,-34
p04,A,0700,166,1.9,90,290,-26
p04,A,0815,115,2.6,56,291,-23
p04,A,0900,83,2.1,35,292,-21
p04,A,0940,29,2.2,171,294,-19
p04,A,0950,25,1.7,168,294,-19
p04,A,1012,27,3.4,176,295,-18
p04,A,1224,50,1.7,55,302,-15
p04,A,1330,10,1.6,23,305,-16
p04,A,1816,37,2.4,118,316,-25
p04,A,1838,60,1.8,146,316,-26
p04,A,2030,58,2.2,171,316,-32
p04,A,2230,32,2.6,177,312,-37
p04,A,2300,27,2.7,180,310,-38
p04,A,2315,43,2.8,21,309,-38
p04,A,2330,16,2.6,178,308,-39
p04,A,2345,43,2.0,28,307,-39
p04,-77,0025,176,2.2,9,305,-40
p04,A,0110,40,1.8,37,302,-40
p04,A,1930,71,2.4,169,318,-29
p04,A,2320,32,4.2,11,309,-39
p04,A,2330,37,3.4,18,309,-39
p04,A,2340,32,1.6,17,308,-40
p04,-76,0000,15,1.6,6,307,-41
p04,A,0030,170,2.3,175,305,-41
p04,A,0100,0,1.6,5,302,-41
p04,A,0400,22,1.6,82,290,-36
p04,A,0800,70,1.6,4,289,-22
p04,A,0950,31,2.0,170,293,-17
p04,A,1034,53,1.9,21,295,-16
p04,A,1224,43,1.6,48,301,-13
p04,A,1520,64,1.6,104,312,-16
p04,A,1542,121,1.7,165,313,-17
p05,A,1626,102,1.7,156,315,-19
p05,A,1648,108,1.6,167,316,-20
p05,A,1754,85,1.6,172,318,-23
p05,A,1816,54,1.6,134,318,-25
p05,A,2015,26,3.7,134,318,-32
p05,A,2030,54,1.8,166,318,-32
p05,A,2055,37,4.8,156,317,-34
p05,A,2210,1,2.5,140,314,-38
p05,A,2235,14,2.3,159,313,-39
p05,A,2300,168,2.5,141,311,-40
p05,A,2310,39,2.0,14,311,-40
p05,A,2340,174,1.8,148,308,-41
p05,A,2345,20,1.6,5,308,-41
p05,-75,0000,11,2.5,180,307,-42
p05,A,0010,178,1.7,169,307,-42
p05,A,0030,20,1.8,17,305,-42
p05,A,0400,125,2.1,5,289,-37
p05,A,1930,85,3.2,1,320,-29
p05,A,2000,51,2.2,155,320,-31
p05,A,2100,40,2.8,159,318,-35
p05,A,2200,15,2.8,158,316,-38
p05,A,2300,8,2.4,160,312,-40
p05,A,2330,170,2.0,151,310,-41
p05,A,2340,14,1.7,179,309,-42
p05,A,2350,20,2.4,5,308,-42
p05,-74,0000,35,1.6,26,308,-43
p05,A,0045,8,2.3,13,303,-43
p05,A,0700,161,1.7,87,285,-26
p05,A,0730,100,1.8,33,286,-24
p05,A,0800,56,2.2,176,287,-22
p05,A,0950,13,1.6,157,291,-16
p05,A,1012,30,2,180,293,-15
p05,A,1056,30,2.0,9,295,-13
p05,A,1414,60,1.7,83,309,-12
p05,A,1520,42,1.7,81,313,-14
p05,A,1604,108,1.8,157,315,-16
p05,A,1626,95,2.0,148,316,-17
p05,A,1648,96,1.8,155,318,-19
p05,A,1710,86,1.6,150,318,-20
p05,A,1838,72,2.6,156,321,-25
p06,A,1900,69,2.0,158,321,-27
p06,A,1925,100,1.8,15,321,-29
p06,A,1950,31,2.5,132,321,-30
p06,A,2015,33,2.0,139,321,-32
p06,A,2120,17,2.8,141,319,-36
p06,A,2145,17,2.2,147,318,-38
p06,A,2210,21,2.3,158,316,-39
p06,A,2300,174,2.0,146,313,-41
p06,-73,0000,32,1.8,21,308,-44
p06,A,0015,30,1.8,23,307,-44
p06,A,0030,30,2.0,5,305,-44
p06,-72,0030,70,1.6,67,305,-45
p06,A,0045,19,1.9,23,304,-45
p06,A,0115,36,2.1,49,300,-45
p06,A,0120,54,2.6,71,300,-45
p06,A,0700,155,2.5,82,283,-25
p06,A,0940,38,1.7,1,289,-15
p06,A,0950,33,2.4,178,290,-14
p06,A,1436,62,1.6,91,311,-11
p06,A,1520,61,2.0,100,314,-13
p06,A,1542,84,1.6,128,315,-14
p06,A,1604,99,2.0,148,317,-15
p06,A,1626,97,2.0,150,318,-16
p06,A,1648,98,1.7,156,319,-17
p06,A,1710,87,1.6,150,320,-19
p06,A,1732,87,1.6,155,321,-20
p06,A,1838,66,1.8,149,323,-25
p06,A,1900,73,2.2,161,323,-27
p06,A,1950,60,2.6,150,323,-31
p06,A,2015,32,4.3,157,323,-32
p06,A,2055,19,3.4,134,322,-35
p06,A,2120,3,4.8,126,321,-37
p06,A,2145,44,3.5,173,320,-39
p06,A,2210,47,2.0,3,318,-40
p06,A,2235,10,2.8,153,316,-42
p06,A,2300,166,3.1,137,314,-43
p06,-71,0030,19,2.3,16,305,-46
p06,A,0045,9,1.8,14,305,-46
p06,A,2310,15,2.3,168,314,-44
p06,A,2340,174,1.6,158,311,-45
p07,-70,0000,26,1.6,15,309,-47
p07,A,0020,97,1.6,94,307,-47
p07,A,0030,18,2.2,15,306,-47
p07,A,0045,2,2.3,7,304,-47
p07,A,0115,59,1.6,72,300,-47
p07,A,0300,172,1.6,39,288,-43
p07,A,0524,26,1.6,111,281,-33
p07,A,0700,141,1.9,69,281,-25
p07,A,0800,42,1.7,163,283,-20
p07,A,0940,45,1.6,8,288,-13
p07,A,1414,102,1.7,125,310,-9
p07,A,1458,97,2.0,130,314,-10
p07,A,1520,85,1.6,124,315,-11
p07,A,1542,85,1.6,128,317,-12
p07,A,1626,85,1.6,138,320,-15
p07,A,1648,88,1.6,146,321,-16
p07,A,1710,88,1.6,150,322,-18
p07,A,1732,90,1.6,158,323,-19
p07,A,1754,86,1.6,158,324,-21
p07,A,1838,69,2.2,151,325,-25
p07,A,1950,38,2.3,136,326,-31
p07,A,2015,0,3.1,104,325,-33
p07,A,2030,9,3.7,117,325,-34
p07,A,2120,13,2.5,134,323,-38
p07,A,2145,30,2.7,158,322,-40
p07,A,2210,21,3.6,156,320,-42
p07,A,2215,28,3.6,164,320,-42
p07,A,2300,35,2.0,5,316,-45
p07,A,2320,68,1.6,43,314,-46
p07,A,2330,175,1.8,154,313,-46
p07,A,2340,18,1.6,180,311,-46
p07,-69,0045,6,2.2,11,304,-48
p07,A,0515,152,1.6,56,280,-34
p07,A,2310,84,1.6,56,316,-46
p07,A,2340,28,2.1,10,312,-47
p08,-68,0000,48,1.6,37,310,-49
p08,A,0020,19,2.0,12,307,-49
p08,A,0030,18,1.6,113,306,-49
p08,A,0120,92,2.0,105,299,-49
p08,A,0800,84,2.4,26,281,-19
p08,A,0840,61,1.6,11,283,-16
p08,A,0940,63,1.7,27,287,-12
p08,A,0950,30,2.0,175,287,-11
p08,A,1118,34,1.6,19,294,-7
p08,A,1436,81,2.2,110,313,-7
p08,A,1520,86,1.6,125,316,-9
p08,A,1542,86,1.6,129,318,-11
p08,A,1648,127,2.3,4,323,-15
p08,A,1710,116,2.3,178,324,-17
p08,A,1732,90,1.6,157,325,-18
p08,A,1816,60,1.6,136,327,-22
p08,A,1838,59,1.8,140,327,-24
p08,A,1915,95,3.1,4,328,-27
p08,A,1930,72,3.5,165,328,-29
p08,A,1945,59,4.5,144,328,-30
p08,A,2130,41,2.2,163,325,-40
p08,A,2145,41,2.1,167,324,-41
p08,A,2200,43,2.3,173,323,-42
p08,A,2215,50,3.0,4,322,-43
p08,A,2245,76,2.6,40,319,-45
p08,A,2320,47,1.8,20,315,-47
p08,A,2340,59,1.6,41,313,-48
p08,-67,0000,90,1.6,77,310,-50
p08,A,0020,76,2.7,73,307,-50
p08,A,0110,159,1.6,164,300,-50
p08,A,2310,47,1.8,17,317,-48
p08,A,2340,45,1.6,26,313,-49
p08,-66,0000,95,1.6,82,311,-51
p08,A,0010,118,1.8,109,310,-51
p08,A,0020,71,3.9,64,308,-51
p08,A,0025,56,2.1,53,307,-51
p08,A,0030,14,1.7,11,306,-50
p08,A,0100,87,1.8,92,301,-51
p08,A,0515,103,2.0,8,276,-35
p08,A,0840,60,1.8,10,281,-15
p09,A,0920,85,1.7,44,284,-12
p09,A,1458,73,1.7,106,315,-7
p09,A,1648,124,1.8,1,324,-14
p09,A,1710,91,1.6,152,325,-15
p09,A,1732,94,1.6,160,327,-18
p09,A,1816,52,1.6,128,329,-22
p09,A,1838,61,2.4,142,329,-24
p09,A,1900,63,2.6,148,330,-26
p09,A,1915,74,2.8,162,330,-27
p09,A,1930,56,2.2,148,330,-29
p09,A,1945,70,3.1,165,330,-30
p09,A,2015,55,2.8,157,330,-33
p09,A,2045,45,1.8,154,329,-36
p09,A,2130,97,1.8,37,327,-41
p09,A,2200,26,2.8,155,325,-43
p09,A,2215,61,3.8,14,324,-44
p09,A,2230,104,2.4,61,323,-46
p09,A,2245,116,3.1,79,321,-47
p09,A,2300,115,2.5,83,319,-48
p09,A,2320,15,1.8,169,317,-49
p09,A,2340,155,1.6,136,314,-50
p09,-65,0010,112,1.7,103,310,-52
p09,A,0020,92,2.1,85,308,-52
p09,A,0045,144,1.6,149,304,-52
p09,A,0110,164,3.6,177,300,-52
p09,A,2330,10,2.0,157,316,-50
p09,-64 30,0111,152,5.0,165,300,-53
p09,-64,0000,5,1.6,172,312,-53
p09,A,0020,108,2.1,101,308,-53
p09,A,0110,170,3.3,183,300,-53
p09,A,0115,1,4.2,14,299,-53
p09,A,0800,64,1.8,7,277,-17
p09,A,0820,62,1.7,10,278,-15
p09,A,0840,59,1.7,10,279,-13
p09,A,1515,134,2.0,169,318,-6
p09,A,1634,120,1.7,174,325,-11
p09,A,1706,123,1.8,3,327,-14
p09,A,1840,51,1.7,132,332,-23
p09,A,1858,63,2.6,147,332,-25
p10,A,1915,70,2.5,157,332,-27
p10,A,1930,42,2.8,132,332,-29
p10,A,2000,33,2.8,130,333,-32
p10,A,2015,74,2.8,174,332,-33
p10,A,2115,106,2.5,41,331,-40
p10,A,2130,60,2.6,179,330,-41
p10,A,2145,63,1.6,6,329,-43
p10,A,2200,81,1.8,29,327,-45
p10,A,2215,134,2.2,85,326,-46
p10,A,2230,127,2.9,83,325,-47
p10,A,2300,91,1.6,56,321,-49
p10,-63,0000,89,1.7,74,312,-54
p10,A,0110,47,2.0,52,299,-54
p10,A,0530,160,1.6,77,272,-33
p10,-62,0020,67,1.6,60,309,-55
p10,A,1130,34,2.2,2,294,-1
p10,A,1215,41,2.4,38,299,0
p10,A,1315,41,4.3,46,306,0
p10,A,1530,146,1.8,5,321,-5
p10,A,1546,125,1.8,168,322,-6
p10,A,1634,125,2.2,178,326,-10
p10,A,1706,122,1.7,2,329,-13
p10,A,1722,94,2.6,157,330,-14
p10,A,1810,74,1.7,147,332,-19
p10,A,1842,58,2.3,137,334,-23
p10,A,1858,78,2.6,160,334,-25
p10,A,1915,75,1.6,161,335,-27
p10,A,1930,47,3.3,136,335,-28
p10,A,1945,55,2.2,148,335,-30
p10,A,2000,54,1.7,150,335,-32
p10,A,2015,59,1.7,158,335,-34
p10,A,2130,40,1.6,142,335,-36
p10,A,2145,77,2.6,19,331,-44
p10,A,2200,115,2.4,61,330,-46
p10,A,2215,37,1.7,167,329,-47
p10,A,2300,12,1.6,156,323,-51
p10,A,2340,62,1.6,45,317,-54
p10,-61,0140,61,1.8,87,292,-55
p10,A,2340,70,1.7,47,317,-54
p11,-60,0000,36,2.0,28,314,-56
p11,A,0010,87,1.7,83,312,-57
p11,A,0050,5,1.9,17,303,-57
p11,A,0740,71,1.7,18,272,-17
p11,A,1515,160,2.0,44,320,-2
p11,A,1530,146,1.6,13,322,-3
p11,A,1546,132,2.4,2,323,-4
p11,A,1602,126,1.6,179,325,-6
p11,A,1618,111,2.6,167,326,-7
p11,A,1634,125,2.8,5,328,-9
p11,A,1650,127,2.0,11,329,-10
p11,A,1706,67,1.7,133,330,-12
p11,A,1722,95,1.6,165,331,-13
p11,A,1826,65,1.6,147,335,-21
p11,A,1858,70,3.0,159,336,-24
p11,A,1915,78,3.1,170,337,-26
p11,A,1930,70,2.8,165,337,-28
p11,A,2000,76,2.8,178,337,-32
p11,A,2045,111,2.0,43,337,-38
p11,A,2100,53,2.0,169,336,-40
p11,A,2130,92,1.7,34,335,-43
p11,A,2145,88,3.8,35,334,-45
p11,A,2215,120,2.5,75,331,-48
p11,A,2230,114,1.6,73,329,-50
p11,A,2240,105,2.1,68,328,-51
p11,A,2245,110,2.4,75,327,-51
p11,A,2300,143,1.6,113,325,-52
p11,-58,0700,72,1.6,12,268,-22
p11,A,0720,67,1.9,11,269,-19
p11,A,0800,60,1.9,9,272,-14
p11,A,0820,77,1.9,32,273,-12
p11,A,0900,59,1.9,22,276,-8
p11,A,0920,72,1.6,44,278,-6
p11,A,1015,51,2.3,29,283,-1
p11,A,1130,52,2.0,46,292,3
p11,A,1546,130,1.7,180,325,-3
p11,A,1602,115,2.5,168,326,-4
p11,A,1618,109,2.6,166,328,-6
p11,A,1634,121,2.3,1,329,-7
p11,A,1842,96,2.8,180,338,-22
p11,A,1915,70,2.8,161,339,-26
p11,A,1930,82,4.0,176,339,-28
p11,A,1945,65,3.3,162,340,-30
p12,A,2000,62,4.0,162,340,-32
p12,A,2015,38,2.2,141,340,-34
p12,A,2045,82,2.2,12,339,-38
p12,A,2100,175,3.1,109,339,-40
p12,A,2115,73,1.6,10,338,-42
p12,A,2145,104,3.4,49,336,-46
p12,A,2200,118,3.0,67,335,-48
p12,A,2215,93,1.7,46,334,-49
p12,A,2230,71,2.8,28,332,-51
p12,A,2245,42,3.4,5,330,-52
p12,-56,1530,126,1.6,173,324,0
p12,A,1546,117,3.8,167,326,-1
p12,A,1602,110,3.1,163,327,-3
p12,A,1618,117,2.1,174,329,-4
p12,A,1634,112,2.1,172,331,-6
p12,A,1650,102,2.8,165,332,-8
p12,A,1706,97,1.6,163,334,-9
p12,A,1900,80,3.0,168,341,-24
p12,A,1912,72,2.9,162,341,-26
p12,A,1924,82,4.5,174,341,-27
p12,A,1936,72,3.0,167,342,-29
p12,A,1948,58,4.1,155,342,-31
p12,A,2000,58,4.7,158,342,-32
p12,A,2012,31,3.3,133,342,-34
p12,A,2024,157,1.6,82,342,-36
p12,A,2036,29,1.6,136,342,-37
p12,A,2048,170,1.7,151,342,-39
p12,A,2100,150,1.6,82,341,-41
p12,A,2112,78,2.5,13,341,-42
p12,A,2124,81,3.3,19,340,-44
p12,A,2136,87,2.8,28,339,-45
p12,A,2148,86,3.2,30,339,-47
p12,A,2200,78,3.0,25,338,-49
p12,A,2215,53,2.5,4,336,-50
p12,A,2230,55,1.8,10,335,-52
p12,A,2245,81,1.7,34,332,-54
p12,A,2300,57,1.6,24,330,-55
p12,-55,0000,128,1.6,117,318,-61
p12,A,0010,2,1.6,174,315,-61
p12,A,0020,155,2.2,153,312,-62
p12,A,0040,20,1.6,32,306,-62
p13,A,0045,36,1.8,56,305,-62
p13,A,0140,95,3.2,131,288,-61
p13,A,2200,75,1.8,21,339,-49
p13,A,2230,58,2.0,12,336,-52
p13,A,2245,55,1.6,9,334,-54
p13,A,2300,36,2.0,1,331,-56
p13,-54,0000,113,2.7,101,318,-62
p13,A,0020,90,1.6,88,312,-63
p13,A,0030,73,1.6,73,310,-63
p13,A,0040,32,1.6,44,306,-63
p13,A,0050,28,1.6,40,303,-63
p13,A,0100,88,1.8,100,299,-63
p13,A,0110,71,1.8,91,297,-63
p13,A,0140,107,2.4,143,287,-62
p13,A,1600,114,2.0,167,329,-1
p13,A,1612,110,1.6,166,330,-2
p13,A,1624,116,1.6,174,331,-4
p13,A,1636,113,1.8,174,333,-5
p13,A,1648,120,1.6,3,334,-6
p13,A,1700,115,2.2,0,335,-8
p13,A,1712,95,1.6,162,336,-9
p13,A,1724,95,1.6,164,337,-11
p13,A,1800,71,1.8,147,340,-15
p13,A,1848,76,3.0,160,342,-22
p13,A,1900,79,3.0,166,343,-23
p13,A,1912,69,3.5,158,343,-25
p13,A,1924,58,3.7,150,344,-27
p13,A,1936,41,4.3,135,344,-29
p13,A,1948,20,2.8,116,344,-30
p13,A,2000,29,4.0,127,344,-32
p13,A,2012,44,1.8,145,344,-34
p13,A,2024,153,3.4,76,344,-36
p13,A,2036,174,2.9,99,344,-37
p13,A,2048,67,2.2,175,344,-39
p13,A,2100,83,2.3,14,344,-41
p13,A,2112,91,3.0,24,343,-43
p13,A,2124,52,4.1,168,343,-44
p13,A,2136,56,4.6,175,342,-46
p13,A,2148,86,2.7,28,341,-48
p13,A,2200,72,2.3,17,340,-49
p13,A,2300,49,1.6,12,332,-57
p13,A,2320,86,2.7,53,328,-59
p14,-52 30,0000,109,3.2,95,320,-64
p14,A,0010,111,3.2,99,318,-64
p14,A,0110,102,3.6,122,296,-65
p14,A,0420,175,1.7,87,260,-44
p14,A,2210,75,2.0,17,342,-51
p14,A,2230,88,3.5,39,340,-54
p14,A,2245,45,2.4,179,339,-57
p14,-52,0000,74,3.0,60,320,-64
p14,A,0010,117,3.6,106,318,-64
p14,A,0020,95,2.3,91,314,-65
p14,A,0030,100,2.5,100,311,-65
p14,A,0040,107,3.4,119,306,-65
p14,A,0050,124,1.6,136,303,-65
p14,A,0100,77,1.6,89,299,-65
p14,A,0110,57,2.5,77,293,-65
p14,A,1524,171,1.8,37,326,4
p14,A,1536,134,1.8,3,327,3
p14,A,1544,107,2.0,158,328,2
p14,A,1624,117,1.6,175,333,-3
p14,A,1636,90,1.6,150,334,-4
p14,A,1648,115,1.8,177,335,-5
p14,A,1700,113,2.4,177,336,-6
p14,A,1712,82,1.6,149,338,-8
p14,A,1724,97,1.6,166,339,-9
p14,A,1736,97,1.6,168,340,-11
p14,A,1812,72,1.8,150,342,-16
p14,A,1848,74,3.2,158,344,-21
p14,A,1900,68,4.2,154,345,-23
p14,A,1912,60,3.5,148,345,-25
p14,A,1924,49,4.0,140,346,-26
p14,A,1936,27,4.3,120,346,-28
p14,A,1948,0,3.2,95,347,-30
p14,A,2000,156,1.8,73,347,-32
p14,A,2036,8,2.6,112,347,-37
p14,A,2048,31,1.7,137,347,-39
p14,A,2100,67,4.3,176,346,-41
p14,A,2112,42,4.5,153,346,-43
p14,A,2124,53,5.5,167,346,-45
p14,A,2136,111,3.0,48,345,-47
p14,A,2148,66,3.0,6,344,-48
p14,A,2200,102,1.8,44,343,-50
p15,A,2300,100,2.7,61,335,-58
p15,A,2310,82,3.6,46,334,-59
p15,A,2320,66,2.3,35,331,-60
p15,A,2340,62,2.5,39,326,-62
p15,A,2350,28,3.9,7,325,-64
p15,-50,0000,50,2.0,34,322,-66
p15,A,0010,17,1.6,6,319,-66
p15,A,0020,135,1.6,131,315,-67
p15,A,0030,96,3.0,94,312,-67
p15,A,0040,90,3.8,102,307,-67
p15,A,0050,142,1.8,154,303,-67
p15,A,0100,29,1.6,41,298,-67
p15,A,0110,6,1.6,30,295,-67
p15,A,0140,95,2.0,131,283,-65
p15,A,0150,96,2.9,140,280,-65
p15,A,0200,100,1.6,150,277,-64
p15,A,0220,96,1.6,152,274,-60
p15,A,0640,153,1.8,92,259,-22
p15,A,1524,19,2.3,65,327,5
p15,A,1536,8,1.8,57,328,4
p15,A,1600,100,2.2,153,331,2
p15,A,1636,96,2.6,156,336,-2
p15,A,1648,113,1.6,175,337,-4
p15,A,1700,98,1.6,162,338,-5
p15,A,1712,98,1.6,165,339,-7
p15,A,1724,101,1.6,170,340,-8
p15,A,1736,83,1.6,154,341,-10
p15,A,1812,87,2.0,164,344,-15
p15,A,1900,65,3.7,150,347,-22
p15,A,1912,55,4.3,142,348,-24
p15,A,1924,50,3.2,139,348,-26
p15,A,1936,20,2.9,112,348,-28
p15,A,1948,19,2.5,112,349,-30
p15,A,2036,41,2.0,143,349,-38
p15,A,2048,32,1.6,137,349,-39
p15,A,2100,50,3.9,157,341,-41
p15,A,2112,52,4.8,163,349,-43
p15,A,2124,58,4.3,172,348,-45
p15,A,2136,73,3.8,8,348,-47
p15,A,2148,52,3.1,170,347,-49
p15,A,2200,90,2.8,31,346,-51
p15,A,2210,107,1.6,49,345,-52
p16,A,2230,96,2.4,46,343,-55
p16,A,2300,76,3.2,35,338,-59
p16,A,2310,92,4.1,53,337,-60
p16,A,2320,118,2.3,84,334,-62
p16,A,2330,116,2.0,85,332,-63
p16,A,2340,76,2.2,50,329,-64
p16,A,2350,110,2.2,88,326,-65
p16,-48,0000,125,1.6,107,325,-67
p16,A,0010,96,2.7,83,321,-68
p16,A,0020,88,1.6,82,316,-69
p16,A,0040,80,3.9,84,307,-69
p16,A,0050,73,2.7,85,303,-69
p16,A,0100,120,2.3,140,298,-69
p16,A,0110,108,1.8,132,294,-69
p16,A,0412,70,1.6,163,255,-46
p16,A,0436,57,2.5,163,254,-42
p16,A,0600,43,2.0,156,255,-28
p16,A,0836,65,1.6,25,266,-4
p16,A,0900,33,2.2,176,269,-1
p16,A,0912,68,1.6,34,270,0.3
p16,A,0924,71,2.3,39,272,2
p16,A,1536,13,1.8,62,330,6
p16,A,1612,103,2.8,158,334,2
p16,A,1648,99,1.6,161,338,-2
p16,A,1700,106,2.3,170,340,-4
p16,A,1712,86,2.3,153,341,-6
p16,A,1724,83,2.4,152,342,-7
p16,A,1748,75,1.7,148,344,-11
p16,A,1900,61,3.6,145,349,-22
p16,A,1912,71,4.3,158,350,-24
p16,A,1924,47,3.0,135,350,-26
p16,A,1936,22,2.0,113,351,-28
p16,A,1944,31,3.3,123,351,-29
p16,A,2012,27,3.4,123,352,-34
p16,A,2024,23,2.8,122,352,-36
p16,A,2036,56,1.7,157,352,-38
p16,A,2048,25,1.6,128,352,-40
p16,A,2100,54,4.1,159,352,-42
p16,A,2112,50,4.4,158,352,-44
p16,A,2124,73,3.5,3,351,-46
p16,A,2136,55,3.0,168,351,-48
p16,A,2148,62,2.6,178,350,-49
p17,A,2200,100,1.7,38,349,-51
p17,A,2300,106,3.6,62,341,-60
p17,A,2320,152,1.6,115,337,-63
p17,A,2340,130,1.6,102,331,-65
p17,A,2350,122,2.1,97,329,-66
p17,-47 30,0010,91,2.0,77,323,-69
p17,A,0020,111,2.4,103,317,-70
p17,A,0040,90,2.0,94,308,-70
p17,A,0100,100,2.4,120,297,-70
p17,A,0110,60,2.0,86,293,-70
p17,A,2210,111,1.6,46,350,-53
p17,A,2300,130,2.8,84,343,-61
p17,A,2330,95,1.6,61,337,-65
p17,A,2350,94,2.8,69,330,-67
p17,-46,0000,56,1.6,36,327,-69
p17,A,0010,68,2.3,52,324,-70
p17,A,0100,95,1.6,99,297,-71
p17,A,0412,69,1.7,177,252,-46
p17,A,0600,58,2.0,172,253,-28
p17,A,0612,12,2.0,128,254,-25
p17,A,0648,169,1.6,101,256,-20
p17,A,0848,42,1.6,3,266,-1
p17,A,0900,49,1.8,12,267,0
p17,A,0924,70,1.8,38,270,3
p17,A,1610,99,2.6,154,335,4
p17,A,1620,100,2.1,157,337,2
p17,A,1650,79,1.7,140,340,-1
